,area_type,location,BHK,total_sqft,bath,balcony,price_in_lakhs
4467,Super built-up  Area,Kengeri Satellite Town,2,1302.5,2.0,0.0,44.285
4468,Built-up  Area,Kengeri Satellite Town,2,800.0,2.0,1.0,40.0
4469,Super built-up  Area,Kengeri Satellite Town,1,654.0,1.0,1.0,22.0
4470,Super built-up  Area,Kengeri Satellite Town,2,1060.0,2.0,3.0,42.0
4471,Super built-up  Area,Kengeri Satellite Town,2,750.0,2.0,1.0,33.0
4472,Super built-up  Area,Kengeri Satellite Town,2,920.0,2.0,3.0,39.0
4473,Super built-up  Area,Kengeri Satellite Town,2,985.0,2.0,2.0,42.0
4474,Super built-up  Area,Kengeri Satellite Town,1,410.0,1.0,1.0,15.0
4475,Super built-up  Area,Kengeri Satellite Town,2,1120.0,2.0,2.0,49.0
4477,Built-up  Area,Kengeri Satellite Town,2,1110.0,2.0,1.0,43.0
4478,Built-up  Area,Kengeri Satellite Town,2,1170.0,2.0,3.0,50.0
4479,Super built-up  Area,Kengeri Satellite Town,2,777.4,2.0,0.0,25.0
4480,Built-up  Area,Kengeri Satellite Town,2,800.0,2.0,1.0,32.0
4481,Built-up  Area,Kereguddadahalli,2,950.0,2.0,1.0,32.0
4482,Built-up  Area,Kereguddadahalli,3,1400.0,2.0,2.0,48.0
4483,Built-up  Area,Kereguddadahalli,2,800.0,2.0,2.0,28.0
4484,Built-up  Area,Kereguddadahalli,2,904.0,2.0,1.0,30.0
4486,Super built-up  Area,Kereguddadahalli,2,1000.0,2.0,2.0,30.0
4487,Built-up  Area,Kereguddadahalli,3,1240.0,3.0,2.0,41.0
4488,Built-up  Area,Kereguddadahalli,1,600.0,1.0,1.0,19.5
4489,Built-up  Area,Kereguddadahalli,2,1080.0,2.0,2.0,32.0
4490,Super built-up  Area,Kereguddadahalli,2,1000.0,2.0,1.0,34.0
4493,Super built-up  Area,Kereguddadahalli,2,1015.0,2.0,1.0,35.0
4494,Super built-up  Area,Kodichikkanahalli,3,1190.0,2.0,2.0,57.0
4495,Built-up  Area,Kodichikkanahalli,2,995.0,2.0,1.0,41.0
4496,Built-up  Area,Kodichikkanahalli,5,2700.0,7.0,2.0,125.0
4497,Super built-up  Area,Kodichikkanahalli,3,1495.0,2.0,2.0,75.0
4498,Super built-up  Area,Kodichikkanahalli,2,1125.0,2.0,1.0,52.0
4499,Built-up  Area,Kodichikkanahalli,2,1150.0,2.0,3.0,48.0
4500,Super built-up  Area,Kodichikkanahalli,2,1070.0,2.0,3.0,43.0
4501,Super built-up  Area,Kodichikkanahalli,3,1620.0,2.0,2.0,85.0
4503,Super built-up  Area,Kodichikkanahalli,2,1026.0,2.0,1.0,45.0
4504,Built-up  Area,Kodichikkanahalli,5,2500.0,7.0,0.0,125.0
4505,Built-up  Area,Kodichikkanahalli,1,450.0,1.0,1.0,18.0
4506,Super built-up  Area,Kodichikkanahalli,2,907.0,2.0,2.0,38.5
4507,Super built-up  Area,Kodichikkanahalli,2,1181.0,2.0,2.0,57.0
4508,Super built-up  Area,Kodichikkanahalli,2,900.0,2.0,1.0,42.0
4510,Super built-up  Area,Kodichikkanahalli,3,1400.0,3.0,3.0,66.0
4511,Super built-up  Area,Kodichikkanahalli,2,976.0,2.0,1.0,50.0
4512,Built-up  Area,Kodichikkanahalli,5,2700.0,4.0,2.0,125.0
4513,Super built-up  Area,Kodichikkanahalli,2,1299.0,2.0,3.0,58.0
4514,Built-up  Area,Kodigehaali,2,1166.0,2.0,2.0,55.0
4515,Built-up  Area,Kodigehaali,3,1320.0,3.0,0.0,65.0
4516,Super built-up  Area,Kodigehaali,2,1117.0,2.0,2.0,56.0
4517,Super built-up  Area,Kodigehaali,2,1200.0,2.0,1.0,55.0
4518,Super built-up  Area,Kodigehaali,2,1200.0,2.0,2.0,60.0
4519,Super built-up  Area,Kodigehaali,3,2120.0,3.0,2.0,177.0
4520,Super built-up  Area,Kodigehaali,2,1013.0,2.0,1.0,51.0
4521,Super built-up  Area,Kodigehaali,3,1324.0,3.0,2.0,65.0
4522,Super built-up  Area,Kodigehaali,2,965.0,2.0,1.0,38.0
4523,Built-up  Area,Kodigehaali,2,866.0,2.0,2.0,32.0
4524,Built-up  Area,Kodigehaali,3,1442.0,3.0,2.0,80.0
4525,Super built-up  Area,Kodigehalli,2,1270.0,2.0,1.0,98.0
4526,Super built-up  Area,Kodigehalli,2,1200.0,2.0,2.0,48.0
4527,Super built-up  Area,Kodigehalli,1,655.0,1.0,1.0,53.0
4528,Super built-up  Area,Kodigehalli,3,1820.0,3.0,2.0,150.0
4529,Super built-up  Area,Kodigehalli,2,635.0,1.0,1.0,28.0
4530,Plot  Area,Kodigehalli,3,1200.0,4.0,1.0,156.0
4531,Super built-up  Area,Kodihalli,4,3252.0,5.0,3.0,335.0
4532,Super built-up  Area,Kodihalli,3,2700.0,4.0,1.0,270.0
4533,Super built-up  Area,Kodihalli,3,2392.0,4.0,2.0,260.0
4534,Super built-up  Area,Kodihalli,3,2408.0,4.0,2.0,260.0
4535,Super built-up  Area,Kodihalli,3,2500.0,4.0,1.0,260.0
4536,Built-up  Area,Kodihalli,3,1620.0,3.0,2.0,130.0
4537,Super built-up  Area,Kodihalli,4,3260.0,5.0,3.0,388.0
4538,Super built-up  Area,Kodihalli,4,3197.0,5.0,2.0,335.0
4539,Built-up  Area,Kodihalli,2,1490.0,2.0,1.0,150.0
4540,Super built-up  Area,Kogilu,3,1909.0,3.0,2.0,88.0
4542,Super built-up  Area,Kogilu,2,1170.0,2.0,1.0,51.99
4543,Built-up  Area,Kogilu,2,650.0,2.0,0.0,28.0
4544,Super built-up  Area,Kogilu,2,1140.0,2.0,1.0,50.66
4545,Super built-up  Area,Kogilu,2,1200.0,2.0,1.0,53.33
4546,Super built-up  Area,Kogilu,3,1934.0,3.0,2.0,150.0
4547,Built-up  Area,Kogilu,1,540.0,1.0,0.0,36.0
4548,Super built-up  Area,Kogilu,3,1559.0,3.0,2.0,127.0
4549,Super built-up  Area,Kogilu,2,1190.0,2.0,2.0,50.66
4550,Super built-up  Area,Kogilu,2,1140.0,2.0,2.0,50.66
4551,Super built-up  Area,Kogilu,3,1559.0,3.0,2.0,120.0
4552,Super built-up  Area,Kogilu,1,700.0,1.0,1.0,30.84
4553,Super built-up  Area,Kogilu,2,1250.0,2.0,1.0,55.55
4554,Super built-up  Area,Kogilu,2,1200.0,2.0,1.0,53.33
4555,Built-up  Area,Kogilu,2,952.0,2.0,2.0,49.0
4556,Super built-up  Area,Kogilu,1,700.0,1.0,1.0,30.84
4557,Super built-up  Area,Kogilu,2,1250.0,2.0,1.0,55.55
4558,Plot  Area,Kogilu,7,2456.0,7.0,2.0,85.0
4559,Super built-up  Area,Kogilu,2,1140.0,2.0,2.0,50.66
4560,Super built-up  Area,Kogilu,2,1140.0,2.0,2.0,50.66
4561,Super built-up  Area,Konanakunte,3,2791.0,3.0,1.0,223.0
4562,Built-up  Area,Konanakunte,2,884.0,1.0,0.0,58.0
4563,Plot  Area,Konanakunte,4,1200.0,4.0,0.0,125.0
4564,Plot  Area,Konanakunte,4,1200.0,2.0,1.0,130.0
4565,Plot  Area,Konanakunte,3,2400.0,2.0,3.0,180.0
4566,Plot  Area,Konanakunte,4,3746.0,6.0,1.0,375.0
4567,Super built-up  Area,Konanakunte,3,1423.0,2.0,2.0,85.0
4568,Super built-up  Area,Koramangala,2,1320.0,2.0,1.0,165.0
4569,Super built-up  Area,Koramangala,2,1253.0,2.0,1.0,102.0
4570,Super built-up  Area,Koramangala,3,1580.0,3.0,2.0,160.0
4572,Super built-up  Area,Koramangala,4,3500.0,5.0,2.0,425.0
4573,Super built-up  Area,Koramangala,2,1005.0,1.0,1.0,110.0
4574,Super built-up  Area,Koramangala,3,2292.0,4.0,1.0,275.0
4576,Super built-up  Area,Koramangala,2,1290.0,2.0,3.0,100.0
4577,Super built-up  Area,Koramangala,2,1300.0,2.0,3.0,110.0
4579,Super built-up  Area,Koramangala,2,1325.0,2.0,2.0,119.0
4580,Built-up  Area,Koramangala,2,1140.0,2.0,1.0,75.2
4581,Built-up  Area,Koramangala,2,1260.0,2.0,3.0,100.0
4582,Built-up  Area,Koramangala,3,1975.0,3.0,2.0,210.0
4583,Built-up  Area,Koramangala,2,1900.0,2.0,1.0,200.0
4585,Super built-up  Area,Koramangala,3,2292.0,3.0,2.0,286.0
4586,Built-up  Area,Koramangala,3,2300.0,3.0,3.0,290.0
4589,Super built-up  Area,Koramangala,4,2503.0,6.0,2.0,325.0
4591,Super built-up  Area,Koramangala,2,1320.0,2.0,1.0,150.0
4592,Super built-up  Area,Koramangala,2,1320.0,2.0,2.0,110.0
4593,Super built-up  Area,Koramangala,4,5985.0,4.0,2.0,775.0
4594,Super built-up  Area,Koramangala,4,2461.0,6.0,2.0,353.0
4596,Super built-up  Area,Koramangala,3,2246.0,3.0,0.0,300.0
4599,Super built-up  Area,Koramangala,2,1083.0,2.0,1.0,100.0
4600,Super built-up  Area,Koramangala,3,1744.0,3.0,1.0,200.0
4601,Super built-up  Area,Koramangala,2,1180.0,2.0,1.0,128.0
4602,Super built-up  Area,Koramangala,2,1320.0,2.0,1.0,160.0
4603,Built-up  Area,Koramangala,2,1370.0,2.0,2.0,125.0
4604,Super built-up  Area,Koramangala,2,1100.0,2.0,2.0,85.0
4605,Super built-up  Area,Koramangala,2,1249.0,2.0,1.0,165.0
4606,Built-up  Area,Koramangala,2,1200.0,2.0,2.0,100.0
4608,Super built-up  Area,Koramangala,3,2223.0,3.0,2.0,300.0
4609,Super built-up  Area,Koramangala,3,1744.0,4.0,1.0,210.0
4610,Super built-up  Area,Koramangala,3,1866.0,4.0,2.0,245.0
4611,Super built-up  Area,Koramangala,2,1320.0,2.0,1.0,160.0
4612,Built-up  Area,Koramangala,2,1350.0,2.0,2.0,103.0
4613,Built-up  Area,Koramangala,4,6000.0,4.0,0.0,625.0
4615,Super built-up  Area,Koramangala,2,1320.0,2.0,1.0,160.0
4616,Built-up  Area,Koramangala,3,1710.0,3.0,2.0,210.0
4617,Built-up  Area,Koramangala,2,1355.0,2.0,2.0,95.0
4618,Super built-up  Area,Koramangala,3,1600.0,3.0,1.0,170.0
4619,Super built-up  Area,Koramangala,2,1260.0,2.0,1.0,100.0
4622,Super built-up  Area,Kothannur,2,1206.0,2.0,1.0,48.23
4624,Built-up  Area,Kothannur,2,1100.0,2.0,2.0,40.0
4625,Super built-up  Area,Kothannur,2,1197.0,2.0,1.0,47.88
4626,Super built-up  Area,Kothannur,2,1197.0,2.0,1.0,47.8
4627,Super built-up  Area,Kothannur,2,1070.0,2.0,1.0,42.79
4630,Super built-up  Area,Kothannur,2,1070.0,2.0,2.0,38.6
4631,Super built-up  Area,Kothannur,3,1485.0,2.0,2.0,59.4
4632,Super built-up  Area,Kothannur,3,1215.0,2.0,3.0,48.6
4633,Super built-up  Area,Kothannur,3,1404.0,2.0,1.0,56.15
4634,Super built-up  Area,Kothanur,2,1200.0,2.0,1.0,51.0
4635,Plot  Area,Kothanur,3,2400.0,2.0,1.0,150.0
4636,Super built-up  Area,Kothanur,3,1828.0,3.0,2.0,110.0
4637,Super built-up  Area,Kothanur,2,1186.0,2.0,2.0,58.0
4639,Super built-up  Area,Kothanur,3,1847.0,3.0,2.0,105.0
4641,Plot  Area,Kothanur,5,9600.0,5.0,2.0,550.0
4642,Super built-up  Area,Kothanur,3,1435.0,3.0,3.0,70.0
4643,Super built-up  Area,Kothanur,2,1187.0,2.0,2.0,58.0
4644,Super built-up  Area,Kothanur,3,1847.0,3.0,2.0,110.0
4645,Super built-up  Area,Kothanur,3,1460.0,3.0,3.0,71.0
4646,Super built-up  Area,Kothanur,2,1185.0,2.0,2.0,59.0
4647,Super built-up  Area,Kothanur,3,1436.0,3.0,3.0,70.0
4648,Super built-up  Area,Kothanur,3,1462.0,3.0,3.0,71.0
4649,Super built-up  Area,Kothanur,3,1790.0,3.0,2.0,105.0
4651,Super built-up  Area,Kothanur,2,1070.0,2.0,1.0,45.5
4653,Super built-up  Area,Kothanur,2,1145.0,2.0,2.0,56.0
4654,Plot  Area,Kothanur,4,3401.0,5.0,2.0,230.0
4655,Super built-up  Area,Kothanur,2,1455.0,2.0,2.0,69.0
4656,Built-up  Area,Kothanur,1,627.0,1.0,1.0,30.0
4657,Super built-up  Area,Kothanur,2,1302.0,2.0,1.0,68.5
4658,Super built-up  Area,Kothanur,3,1760.0,3.0,2.0,111.0
4659,Super built-up  Area,Kothanur,2,1185.0,2.0,2.0,58.0
4660,Plot  Area,Kothanur,1,1500.0,1.0,0.0,75.0
4661,Super built-up  Area,Kothanur,2,1075.0,2.0,2.0,53.0
4662,Built-up  Area,Kothanur,3,1790.0,3.0,0.0,97.0
4663,Plot  Area,Kothanur,4,2700.0,4.0,2.0,175.0
4664,Super built-up  Area,Kothanur,3,1786.0,2.0,2.0,106.0
4665,Super built-up  Area,Kothanur,3,1787.0,3.0,2.0,107.0
4666,Super built-up  Area,Kothanur,2,1141.0,2.0,2.0,54.0
4667,Super built-up  Area,Kothanur,3,1760.0,3.0,2.0,110.0
4669,Super built-up  Area,Kothanur,2,1160.0,2.0,2.0,57.0
4670,Super built-up  Area,Kothanur,2,1095.0,2.0,2.0,55.0
4671,Super built-up  Area,Kothanur,2,1142.0,2.0,2.0,56.0
4672,Super built-up  Area,Kothanur,2,1074.0,2.0,2.0,54.0
4673,Super built-up  Area,Kothanur,2,1285.0,2.0,1.0,60.0
4674,Super built-up  Area,Kothanur,2,1075.0,2.0,2.0,53.0
4675,Super built-up  Area,Kothanur,2,1140.0,2.0,2.0,56.0
4676,Super built-up  Area,Kothanur,2,1400.0,2.0,1.0,70.0
4679,Super built-up  Area,Kothanur,2,1140.0,2.0,2.0,56.0
4680,Super built-up  Area,Kothanur,3,1787.0,3.0,2.0,120.0
4681,Super built-up  Area,Kothanur,2,1185.0,2.0,2.0,59.0
4683,Super built-up  Area,Kothanur,3,1790.0,3.0,2.0,105.0
4684,Super built-up  Area,Kothanur,2,1130.0,2.0,2.0,55.0
4685,Super built-up  Area,Kothanur,2,1094.0,2.0,2.0,54.0
4686,Built-up  Area,Kothanur,3,1170.0,3.0,2.0,80.0
4687,Built-up  Area,Kothanur,2,1400.0,2.0,2.0,65.0
4688,Super built-up  Area,Kothanur,2,1195.0,2.0,2.0,59.0
4689,Super built-up  Area,Kothanur,3,1790.0,3.0,2.0,120.0
4690,Super built-up  Area,Kothanur,3,1454.0,3.0,3.0,71.5
4691,Super built-up  Area,Kudlu,2,1152.0,2.0,1.0,53.5
4692,Super built-up  Area,Kudlu,2,1027.0,2.0,2.0,43.0
4693,Super built-up  Area,Kudlu,2,1092.0,2.0,2.0,44.0
4694,Super built-up  Area,Kudlu,2,1027.0,2.0,2.0,43.0
4695,Super built-up  Area,Kudlu,2,1092.0,2.0,2.0,44.0
4696,Super built-up  Area,Kudlu,2,1143.0,2.0,1.0,55.0
4698,Super built-up  Area,Kudlu,2,1024.0,2.0,2.0,44.0
4700,Built-up  Area,Kudlu,3,1600.0,3.0,3.0,79.0
4701,Super built-up  Area,Kudlu,2,1027.0,2.0,2.0,42.0
4702,Built-up  Area,Kudlu,2,1076.0,2.0,1.0,50.0
4703,Super built-up  Area,Kudlu,2,1027.0,2.0,2.0,44.0
4704,Super built-up  Area,Kudlu,2,1084.0,2.0,1.0,53.0
4705,Built-up  Area,Kudlu,2,1300.0,2.0,2.0,56.0
4706,Built-up  Area,Kudlu,2,1027.0,2.0,2.0,44.0
4707,Carpet  Area,Kudlu,3,1245.0,2.0,1.0,60.0
4708,Super built-up  Area,Kudlu,2,1027.0,2.0,1.0,44.0
4709,Built-up  Area,Kudlu,2,1110.0,2.0,1.0,46.0
4710,Super built-up  Area,Kudlu,4,2100.0,3.0,1.0,114.0
4711,Super built-up  Area,Kudlu,2,1027.0,2.0,2.0,44.0
4712,Super built-up  Area,Kudlu,1,720.0,1.0,1.0,33.0
4713,Super built-up  Area,Kudlu,2,1027.0,2.0,2.0,44.0
4714,Super built-up  Area,Kudlu,2,1162.0,2.0,1.0,52.0
4715,Super built-up  Area,Kudlu,2,1041.0,2.0,1.0,53.0
4716,Super built-up  Area,Kudlu Gate,3,1535.0,3.0,2.0,83.0
4717,Super built-up  Area,Kudlu Gate,3,1535.0,3.0,2.0,85.0
4719,Super built-up  Area,Kudlu Gate,3,1535.0,3.0,2.0,86.0
4720,Super built-up  Area,Kudlu Gate,3,1564.0,2.0,1.0,92.0
4722,Super built-up  Area,Kudlu Gate,2,1238.0,2.0,3.0,55.0
4723,Super built-up  Area,Kudlu Gate,3,1707.0,2.0,2.0,99.745
4724,Built-up  Area,Kudlu Gate,3,1335.0,3.0,2.0,89.0
4725,Super built-up  Area,Kudlu Gate,1,703.0,1.0,1.0,52.0
4726,Super built-up  Area,Kudlu Gate,3,1535.0,3.0,2.0,86.0
4727,Super built-up  Area,Kudlu Gate,3,1532.0,3.0,2.0,83.0
4728,Super built-up  Area,Kudlu Gate,2,1113.0,2.0,1.0,50.0
4730,Super built-up  Area,Kudlu Gate,2,1185.0,2.0,1.0,50.0
4734,Super built-up  Area,Kudlu Gate,2,1215.0,2.0,1.0,45.0
4735,Built-up  Area,Kudlu Gate,2,812.0,2.0,1.0,38.25
4736,Super built-up  Area,Kudlu Gate,2,1547.0,2.0,2.0,103.0
4737,Built-up  Area,Kudlu Gate,2,1336.0,2.0,1.0,86.0
4738,Built-up  Area,Kudlu Gate,3,1919.0,3.0,2.0,121.0
4739,Super built-up  Area,Kudlu Gate,2,1464.0,3.0,3.0,56.0
4740,Super built-up  Area,Kudlu Gate,3,1535.0,3.0,2.0,85.0
4741,Super built-up  Area,Kudlu Gate,3,1850.0,3.0,2.0,120.0
4742,Super built-up  Area,Kudlu Gate,2,940.0,2.0,1.0,69.57
4743,Super built-up  Area,Kudlu Gate,2,1215.0,2.0,1.0,44.96
4744,Built-up  Area,Kudlu Gate,2,1164.0,2.0,2.0,75.0
4745,Built-up  Area,Kudlu Gate,4,3850.0,6.0,0.0,205.0
4746,Super built-up  Area,Kudlu Gate,2,1183.0,2.0,1.0,79.54
4747,Super built-up  Area,Kudlu Gate,3,1850.0,3.0,2.0,110.0
4749,Super built-up  Area,Kudlu Gate,2,1183.0,2.0,1.0,79.54
4750,Super built-up  Area,Kudlu Gate,2,1200.0,2.0,1.0,44.4
4752,Built-up  Area,Kudlu Gate,2,1310.0,2.0,2.0,53.0
4753,Plot  Area,Kumaraswami Layout,4,2000.0,4.0,1.0,139.0
4754,Super built-up  Area,Kumaraswami Layout,2,1000.0,2.0,1.0,48.5
4755,Super built-up  Area,Kumaraswami Layout,2,1000.0,2.0,1.0,58.0
4756,Built-up  Area,Kumaraswami Layout,7,2400.0,7.0,1.0,125.0
4757,Built-up  Area,Kumaraswami Layout,3,2400.0,2.0,1.0,125.0
4758,Built-up  Area,Kumaraswami Layout,3,1310.0,2.0,1.0,70.0
4759,Built-up  Area,Kumaraswami Layout,1,850.0,1.0,1.0,78.0
4760,Built-up  Area,Kumaraswami Layout,7,3200.0,7.0,0.0,150.0
4761,Built-up  Area,Kumaraswami Layout,3,1310.0,2.0,1.0,85.0
4762,Built-up  Area,Kumaraswami Layout,4,2450.0,3.0,2.0,110.0
4763,Built-up  Area,Kumaraswami Layout,7,3100.0,7.0,3.0,145.0
4764,Built-up  Area,Kumaraswami Layout,3,1200.0,3.0,1.0,75.0
4765,Super built-up  Area,Kumaraswami Layout,2,1081.0,2.0,3.0,60.0
4766,Super built-up  Area,Kundalahalli,3,1724.0,3.0,2.0,125.0
4767,Built-up  Area,Kundalahalli,2,1030.0,2.0,2.0,49.0
4768,Super built-up  Area,Kundalahalli,2,735.0,2.0,1.0,57.99
4769,Built-up  Area,Kundalahalli,2,1047.0,2.0,1.0,82.0
4770,Super built-up  Area,Kundalahalli,3,1397.0,3.0,3.0,105.0
4771,Super built-up  Area,Kundalahalli,3,1724.0,3.0,2.0,127.0
4772,Super built-up  Area,Kundalahalli,2,1010.0,2.0,1.0,49.27
4773,Super built-up  Area,Kundalahalli,3,1397.0,3.0,2.0,110.0
4774,Super built-up  Area,Kundalahalli,3,1397.0,3.0,2.0,104.0
4775,Super built-up  Area,Kundalahalli,3,1397.0,3.0,3.0,108.0
4776,Super built-up  Area,Kundalahalli,3,1920.0,3.0,2.0,150.0
4777,Super built-up  Area,Kundalahalli,3,1397.0,3.0,3.0,105.0
4779,Super built-up  Area,Kundalahalli,3,1724.0,3.0,2.0,124.0
4780,Super built-up  Area,Kundalahalli,2,1047.0,2.0,1.0,84.0
4781,Super built-up  Area,Kundalahalli,2,1047.0,2.0,1.0,83.0
4782,Plot  Area,Kundalahalli,4,7000.0,4.0,3.0,550.0
4784,Super built-up  Area,Kundalahalli,2,1120.0,2.0,1.0,53.76
4785,Super built-up  Area,Kundalahalli,2,1047.0,2.0,1.0,82.62
4786,Super built-up  Area,Kundalahalli,2,1047.0,2.0,1.0,91.0
4787,Super built-up  Area,Kundalahalli,3,1724.0,3.0,1.0,146.0
4788,Plot  Area,Kundalahalli,3,1600.0,3.0,2.0,170.0
4790,Super built-up  Area,Kundalahalli,3,1724.0,3.0,1.0,125.0
4791,Super built-up  Area,Kundalahalli,2,1010.0,2.0,1.0,48.27
4792,Super built-up  Area,Kundalahalli,2,1047.0,2.0,1.0,89.0
4793,Plot  Area,Kundalahalli,4,2500.0,5.0,2.0,245.0
4794,Super built-up  Area,Kundalahalli,3,1397.0,3.0,3.0,105.0
4796,Super built-up  Area,Kundalahalli,2,1047.0,2.0,1.0,72.0
4797,Built-up  Area,Kundalahalli,2,1260.0,2.0,0.0,58.0
4798,Built-up  Area,Kundalahalli,4,3092.0,4.0,3.0,230.0
4799,Built-up  Area,Kundalahalli,2,1065.0,2.0,1.0,70.0
4800,Super built-up  Area,Kundalahalli,3,1724.0,3.0,1.0,146.0
4801,Super built-up  Area,Kundalahalli,2,1047.0,2.0,2.0,91.0
4802,Super built-up  Area,Kundalahalli,3,1724.0,3.0,2.0,128.0
4803,Super built-up  Area,Kundalahalli,2,1315.0,2.0,3.0,74.0
4804,Built-up  Area,Kundalahalli,3,2100.0,3.0,2.0,150.0
4805,Super built-up  Area,Kundalahalli,3,1724.0,3.0,1.0,125.0
4806,Super built-up  Area,Kundalahalli,3,1724.0,3.0,3.0,140.0
4807,Super built-up  Area,Kundalahalli,2,1175.0,2.0,1.0,65.0
4809,Carpet  Area,LB Shastri Nagar,2,1043.0,2.0,2.0,55.0
4810,Built-up  Area,LB Shastri Nagar,2,1184.0,2.0,1.0,69.0
4811,Super built-up  Area,LB Shastri Nagar,1,665.0,1.0,2.0,32.0
4812,Super built-up  Area,LB Shastri Nagar,2,1250.0,2.0,2.0,48.5
4813,Super built-up  Area,LB Shastri Nagar,3,1400.0,2.0,2.0,80.0
4814,Super built-up  Area,LB Shastri Nagar,2,1184.0,2.0,1.0,62.0
4815,Super built-up  Area,LB Shastri Nagar,2,1200.0,2.0,1.0,47.0
4816,Built-up  Area,LB Shastri Nagar,2,1200.0,2.0,1.0,75.0
4817,Super built-up  Area,LB Shastri Nagar,2,1000.0,2.0,1.0,49.5
4818,Plot  Area,Laggere,5,2800.0,5.0,2.0,125.0
4819,Plot  Area,Laggere,3,1200.0,3.0,1.0,130.0
4820,Plot  Area,Laggere,1,1200.0,1.0,1.0,125.0
4821,Plot  Area,Laggere,2,1200.0,2.0,0.0,75.0
4822,Built-up  Area,Laggere,1,620.0,2.0,0.0,48.0
4823,Super built-up  Area,Lakshminarayana Pura,2,1185.0,2.0,2.0,75.0
4824,Super built-up  Area,Lakshminarayana Pura,3,1600.0,2.0,1.0,108.0
4825,Built-up  Area,Lakshminarayana Pura,2,1180.0,2.0,2.0,75.0
4826,Super built-up  Area,Lakshminarayana Pura,2,1172.0,2.0,2.0,82.0
4827,Built-up  Area,Lakshminarayana Pura,2,1179.0,2.0,1.0,75.0
4828,Super built-up  Area,Lakshminarayana Pura,2,1149.0,2.0,1.0,75.0
4829,Super built-up  Area,Lakshminarayana Pura,2,1336.0,2.0,2.0,100.0
4830,Super built-up  Area,Lakshminarayana Pura,2,1175.0,2.0,2.0,75.0
4831,Super built-up  Area,Lakshminarayana Pura,2,1190.0,2.0,1.0,75.0
4832,Super built-up  Area,Lakshminarayana Pura,2,1200.0,2.0,1.0,75.0
4833,Super built-up  Area,Lakshminarayana Pura,2,1200.0,2.0,2.0,75.0
4834,Built-up  Area,Lakshminarayana Pura,2,1165.0,2.0,2.0,75.0
4835,Super built-up  Area,Lakshminarayana Pura,2,1145.0,2.0,1.0,75.0
4836,Super built-up  Area,Lakshminarayana Pura,3,1500.0,3.0,2.0,104.0
4837,Super built-up  Area,Lakshminarayana Pura,2,1210.0,2.0,2.0,75.0
4838,Built-up  Area,Lakshminarayana Pura,2,1169.0,2.0,2.0,75.0
4839,Built-up  Area,Lakshminarayana Pura,2,1200.0,2.0,1.0,75.0
4840,Built-up  Area,Lakshminarayana Pura,2,1172.0,2.0,1.0,75.0
4841,Super built-up  Area,Lakshminarayana Pura,2,1172.0,2.0,2.0,75.0
4842,Super built-up  Area,Lakshminarayana Pura,2,1180.0,2.0,1.0,75.0
4843,Super built-up  Area,Lakshminarayana Pura,2,1200.0,2.0,3.0,83.0
4844,Super built-up  Area,Lakshminarayana Pura,2,1200.0,2.0,2.0,80.0
4845,Built-up  Area,Lakshminarayana Pura,2,1195.0,2.0,1.0,75.0
4846,Built-up  Area,Lakshminarayana Pura,2,1200.0,2.0,1.0,80.0
4847,Super built-up  Area,Lingadheeranahalli,3,1521.0,3.0,1.0,95.0
4848,Super built-up  Area,Lingadheeranahalli,3,1511.0,3.0,1.0,95.0
4849,Super built-up  Area,Lingadheeranahalli,3,1683.0,3.0,1.0,109.0
4850,Super built-up  Area,Lingadheeranahalli,3,1519.0,3.0,1.0,93.0
4851,Super built-up  Area,Lingadheeranahalli,3,1521.0,3.0,1.0,94.99
4852,Super built-up  Area,Lingadheeranahalli,3,1682.0,3.0,1.0,120.0
4853,Super built-up  Area,Lingadheeranahalli,3,1521.0,3.0,1.0,94.71
4854,Super built-up  Area,Lingadheeranahalli,3,1893.0,3.0,1.0,130.0
4855,Super built-up  Area,Lingadheeranahalli,3,1705.0,3.0,1.0,110.0
4856,Super built-up  Area,Lingadheeranahalli,4,2245.0,4.0,2.0,154.0
4857,Super built-up  Area,Lingadheeranahalli,3,1682.0,3.0,1.0,113.0
4858,Super built-up  Area,Lingadheeranahalli,3,1682.0,3.0,1.0,114.0
4859,Super built-up  Area,Lingadheeranahalli,3,1506.0,3.0,1.0,95.0
4860,Super built-up  Area,Lingadheeranahalli,3,1683.0,3.0,1.0,110.0
4861,Super built-up  Area,Lingadheeranahalli,3,1684.0,3.0,1.0,120.0
4862,Super built-up  Area,Lingadheeranahalli,4,2236.0,4.0,2.0,153.0
4863,Super built-up  Area,Lingadheeranahalli,3,1894.0,4.0,1.0,114.0
4864,Super built-up  Area,Lingadheeranahalli,4,2240.0,4.0,2.0,160.0
4865,Built-up  Area,Magadi Road,6,3600.0,6.0,0.0,141.0
4866,Super built-up  Area,Magadi Road,2,1116.0,2.0,1.0,50.0
4868,Super built-up  Area,Magadi Road,2,884.0,2.0,1.0,41.1
4869,Super built-up  Area,Magadi Road,2,1005.0,2.0,1.0,55.78
4870,Super built-up  Area,Magadi Road,2,1000.0,2.0,0.0,46.5
4871,Plot  Area,Magadi Road,4,1500.0,2.0,2.0,93.0
4873,Built-up  Area,Magadi Road,2,1345.0,2.0,2.0,55.0
4875,Plot  Area,Magadi Road,5,5000.0,6.0,1.0,360.0
4876,Super built-up  Area,Magadi Road,2,1116.0,2.0,1.0,51.89
4877,Super built-up  Area,Magadi Road,3,1052.0,2.0,1.0,60.0
